projects_completed,tenure_months,portfolio_strength,on_time_delivery_percent,avg_client_rating,rating_trajectory,dispute_rate,project_category,project_success_score,project_price_inr
29,19,0.7,0.95,4.75,0.18,0.046,UI/UX Design,71.05,295823
35,34,0.59,0.81,3.96,0.02,0.117,Mobile Development,38.69,234909
29,31,0.81,0.97,4.6,0.2,0.057,UI/UX Design,75.62,312629
37,40,0.59,0.88,4.0,0.26,0.099,Mobile Development,50.36,256623
23,20,0.74,0.97,4.45,-0.05,0.094,Mobile Development,55.52,272496
19,8,0.84,0.89,4.42,0.15,0.057,Mobile Development,63.93,288475
31,28,0.78,0.77,3.6,0.17,0.124,UI/UX Design,40.27,238681
33,34,0.96,0.89,4.48,0.1,0.075,UI/UX Design,65.63,369788
30,39,0.52,0.73,3.57,0.14,0.15,Mobile Development,17.1,166653
35,38,0.64,0.73,3.63,0.12,0.148,Web Development,22.54,203023
42,46,0.53,0.87,4.34,-0.04,0.091,Mobile Development,46.4,269752
43,46,0.6,0.97,4.83,-0.16,0.055,Graphic Design,64.15,363530
22,28,0.56,0.86,3.96,0.14,0.123,Graphic Design,43.95,188594
17,12,0.87,0.95,4.38,0.1,0.082,Graphic Design,66.47,281607
15,8,0.68,0.74,3.65,0.15,0.137,UI/UX Design,24.4,133590
26,37,0.96,0.92,4.62,0.0,0.069,UI/UX Design,70.56,347159
25,36,0.51,0.9,4.35,0.07,0.091,Web Development,50.56,229172
27,23,0.83,0.72,3.76,0.07,0.122,Web Development,26.17,253955
36,48,0.99,0.75,3.5,0.21,0.13,UI/UX Design,36.97,300158
21,12,0.59,0.92,4.36,0.18,0.074,UI/UX Design,56.23,231188
38,46,0.72,0.83,4.07,0.1,0.106,Web Development,48.02,319086
11,6,0.85,0.83,3.91,0.02,0.118,Graphic Design,40.64,219794
20,19,0.82,0.98,4.55,-0.02,0.061,UI/UX Design,67.76,302601
44,57,0.78,1.0,4.68,0.03,0.073,Mobile Development,70.7,384985
39,37,0.66,0.92,4.4,0.01,0.077,Web Development,53.8,325966
11,11,0.86,0.95,4.41,-0.16,0.063,UI/UX Design,56.38,278667
38,44,0.83,0.77,3.99,0.04,0.099,Graphic Design,43.9,313909
6,15,0.58,0.74,3.71,0.13,0.117,Graphic Design,20.0,87470
7,12,0.98,1.0,4.85,-0.0,0.033,Web Development,78.07,309186
33,31,0.78,0.91,4.46,-0.18,0.066,UI/UX Design,54.78,325283
34,39,0.76,0.91,4.63,-0.07,0.053,UI/UX Design,61.63,318799
28,35,0.92,0.8,4.25,-0.15,0.103,Web Development,46.93,338908
32,41,0.82,0.97,4.64,0.19,0.069,UI/UX Design,75.54,350293
27,26,0.54,0.7,3.58,0.25,0.143,Mobile Development,19.07,134585
27,22,0.75,0.78,3.81,0.05,0.123,Graphic Design,26.6,234846
30,38,0.89,0.77,3.93,0.16,0.111,Graphic Design,38.3,279321
21,15,0.85,0.92,4.68,-0.17,0.036,Graphic Design,65.21,303430
46,56,0.99,0.94,4.53,0.05,0.084,Mobile Development,74.52,466981
46,52,0.51,0.84,4.23,0.15,0.083,Graphic Design,46.6,288816
31,47,0.63,0.7,3.5,0.21,0.15,Mobile Development,16.94,183112
38,56,0.77,0.96,4.82,0.17,0.054,UI/UX Design,75.78,349204
21,17,0.81,0.99,4.63,0.06,0.044,Mobile Development,72.07,304363
22,21,0.64,0.75,3.55,0.19,0.138,Graphic Design,22.32,160266
41,46,0.91,0.97,4.76,0.06,0.049,Graphic Design,80.94,413679
27,37,0.58,0.98,4.86,-0.17,0.031,Graphic Design,67.86,273205
17,20,0.5,0.77,3.91,0.21,0.113,Graphic Design,31.46,154540
20,32,0.98,0.78,4.0,0.03,0.102,Mobile Development,38.1,299907
25,33,0.7,0.99,4.62,-0.02,0.066,Mobile Development,67.33,292651
21,22,0.98,0.74,3.67,0.23,0.131,Web Development,40.7,232172
44,51,0.64,0.77,3.57,0.27,0.138,Web Development,33.67,246752
42,55,0.53,0.9,4.19,0.0,0.086,Mobile Development,51.91,290779
13,7,0.89,0.9,4.58,-0.13,0.076,UI/UX Design,61.07,276211
35,41,0.92,0.92,4.41,0.08,0.083,Graphic Design,67.56,353844
45,55,0.75,0.91,4.7,0.07,0.063,Mobile Development,66.5,371951
14,12,0.54,0.88,4.32,-0.14,0.08,Web Development,41.44,190066
28,18,0.83,0.81,3.95,0.29,0.128,UI/UX Design,42.14,248516
19,20,0.59,0.78,3.8,0.12,0.123,Mobile Development,28.3,157003
32,30,0.92,0.85,4.28,0.11,0.074,Graphic Design,59.19,318836
28,28,0.64,0.93,4.48,-0.04,0.072,Graphic Design,50.29,272912
24,27,0.92,1.0,4.8,0.13,0.044,Graphic Design,75.93,391285
20,31,0.71,0.83,4.12,0.27,0.084,Graphic Design,50.71,223684
30,38,0.8,0.73,3.5,0.28,0.15,Mobile Development,23.94,227034
17,16,0.89,1.0,4.8,0.1,0.059,UI/UX Design,74.4,315070
15,15,0.52,0.7,3.5,0.17,0.144,Web Development,13.19,93467
33,30,0.91,0.76,3.84,0.07,0.133,Web Development,35.0,307490
32,42,0.57,0.94,4.7,0.03,0.058,Mobile Development,62.57,294570
44,53,0.68,0.86,4.15,0.14,0.089,Graphic Design,54.32,309123
43,48,0.74,0.8,4.03,0.29,0.101,Web Development,51.1,321550
47,58,0.95,1.0,4.59,-0.2,0.08,Mobile Development,77.1,435594
42,43,0.51,0.96,4.94,-0.16,0.023,Mobile Development,67.86,342733
34,46,0.78,0.8,4.17,0.17,0.082,Mobile Development,52.05,315799
34,50,0.82,0.97,4.61,-0.08,0.044,Mobile Development,67.99,345565
25,29,0.66,0.89,4.36,-0.07,0.096,Graphic Design,48.43,261546
38,45,0.65,0.77,3.5,0.27,0.15,UI/UX Design,29.78,228410
44,51,0.75,0.98,4.82,-0.15,0.029,Mobile Development,67.02,409020
34,38,0.59,0.7,3.5,0.08,0.15,UI/UX Design,16.24,203217
19,22,0.73,0.79,3.66,0.13,0.142,Graphic Design,33.85,175179
19,29,0.88,0.83,4.12,0.22,0.12,Mobile Development,50.79,300131
35,42,0.92,0.92,4.34,0.2,0.084,Graphic Design,70.89,362207
5,7,0.69,0.71,3.5,0.05,0.15,UI/UX Design,11.84,94616
33,37,0.81,0.97,4.8,-0.09,0.036,UI/UX Design,75.71,376018
21,29,0.5,0.87,4.49,0.09,0.058,Mobile Development,47.02,210394
17,14,0.78,0.79,3.91,0.01,0.127,Graphic Design,33.23,198988
20,9,0.99,0.92,4.65,0.07,0.053,UI/UX Design,77.63,348623
17,22,0.66,0.85,4.11,0.24,0.11,UI/UX Design,47.76,226355
15,22,0.8,0.81,4.05,0.28,0.117,Graphic Design,43.7,207125
50,58,0.88,0.72,3.63,0.03,0.15,Web Development,27.3,332372
50,55,0.8,0.87,4.31,-0.03,0.082,Graphic Design,61.56,416283
38,53,0.71,0.72,3.5,0.16,0.134,Mobile Development,30.89,220104
30,35,0.58,0.93,4.11,0.26,0.082,Web Development,61.29,210137
41,45,0.73,0.72,3.82,0.26,0.116,Mobile Development,37.08,284925
15,16,0.65,0.82,3.97,0.21,0.129,UI/UX Design,28.73,173168
15,26,0.85,0.84,3.83,0.13,0.134,Mobile Development,39.35,238885
17,26,0.72,0.86,4.21,-0.01,0.096,Graphic Design,49.37,247675
15,23,0.92,0.73,3.68,0.14,0.125,UI/UX Design,30.62,250426
44,60,0.6,0.75,3.71,0.07,0.142,Mobile Development,27.18,267703
30,34,0.71,0.76,3.78,0.23,0.137,Graphic Design,32.82,219137
32,29,0.78,0.88,4.31,0.12,0.075,Graphic Design,58.13,287318
9,15,0.56,0.76,3.71,0.16,0.141,Graphic Design,18.52,104035
38,50,0.79,0.75,3.73,0.2,0.116,Web Development,32.07,271320
15,22,0.65,0.7,3.5,0.16,0.134,Web Development,10.12,119446
23,23,0.61,0.94,4.56,-0.18,0.047,Mobile Development,54.14,240934
36,47,0.57,0.97,4.74,-0.11,0.063,Graphic Design,59.01,309594
39,53,0.67,0.9,4.47,-0.17,0.063,Mobile Development,59.55,338303
15,25,0.96,0.85,4.06,0.09,0.11,UI/UX Design,48.94,247634
43,42,0.52,0.71,3.66,0.02,0.123,Web Development,17.71,223513
50,50,0.93,0.86,4.26,-0.01,0.087,Web Development,61.0,442351
22,23,0.7,0.83,4.26,0.05,0.071,Graphic Design,43.87,210817
28,22,0.78,0.83,4.09,0.06,0.117,Graphic Design,49.75,290871
12,14,0.76,0.81,4.15,0.25,0.1,Graphic Design,45.4,168560
19,19,0.96,0.87,3.9,0.3,0.133,UI/UX Design,55.15,259169
48,54,0.89,0.74,3.5,0.07,0.149,Graphic Design,33.34,306803
26,34,0.99,0.74,3.82,0.14,0.117,Web Development,34.89,296879
31,36,0.9,0.73,3.7,0.16,0.13,UI/UX Design,27.29,289411
10,9,0.65,0.75,3.56,0.28,0.135,Web Development,27.61,128220
24,23,0.98,0.81,3.99,0.05,0.126,UI/UX Design,47.17,285416
24,25,0.99,0.78,3.99,0.25,0.103,Web Development,51.72,294428
40,52,0.56,0.76,3.56,0.29,0.137,Mobile Development,26.95,205470
39,48,0.95,0.78,3.87,0.17,0.126,Mobile Development,49.02,325128
47,49,0.83,0.75,4.06,0.05,0.09,Mobile Development,49.04,342564
18,14,0.96,0.81,3.85,0.1,0.111,Mobile Development,41.17,283078
20,18,0.96,0.84,3.97,0.29,0.11,Mobile Development,53.0,266832
31,20,0.95,0.94,4.18,0.05,0.083,Web Development,67.4,332012
23,32,0.94,1.0,4.74,-0.09,0.041,Graphic Design,79.66,394085
23,20,0.56,0.96,4.75,-0.04,0.058,Mobile Development,67.58,275361
30,33,0.57,0.82,3.96,0.27,0.104,Web Development,44.03,198187
38,42,0.56,0.82,4.41,-0.0,0.083,Web Development,43.82,275450
50,60,0.55,0.72,4.09,0.28,0.103,Mobile Development,38.73,265073
19,24,0.68,0.98,5.0,-0.05,0.041,Mobile Development,66.2,300517
23,31,0.84,0.94,4.42,0.15,0.086,UI/UX Design,69.59,316006
47,57,0.68,0.95,4.62,-0.06,0.049,UI/UX Design,66.23,366334
24,31,0.86,0.78,3.76,0.0,0.147,Graphic Design,30.64,245687
25,30,0.91,0.84,3.99,0.06,0.123,Mobile Development,43.7,297185
32,31,0.83,0.74,3.72,0.22,0.134,Graphic Design,33.52,290984
22,31,0.73,0.98,4.56,0.13,0.068,UI/UX Design,64.43,295321
42,51,0.65,0.78,3.54,0.3,0.15,Graphic Design,32.1,242645
35,33,0.56,0.86,3.98,0.24,0.111,Web Development,44.25,244690
42,54,0.75,0.75,3.74,0.2,0.13,Mobile Development,32.73,278985
29,23,0.86,0.95,4.88,0.01,0.045,Mobile Development,74.24,386869
24,37,0.77,0.76,3.89,0.1,0.102,Graphic Design,34.85,207825
50,58,0.86,0.95,4.58,0.13,0.067,UI/UX Design,74.22,386767
11,8,0.67,0.81,4.1,0.16,0.091,Graphic Design,40.78,181785
5,7,0.53,0.85,4.15,0.07,0.083,Web Development,35.3,111685
37,38,0.89,0.79,4.07,0.07,0.117,Graphic Design,43.86,308206
42,47,0.61,0.95,4.7,-0.12,0.049,Web Development,67.09,330584
29,24,0.81,0.93,4.15,0.2,0.098,Web Development,62.96,275683
13,22,0.9,0.82,3.93,0.01,0.107,UI/UX Design,45.4,219173
36,49,0.57,0.86,4.29,0.05,0.068,Graphic Design,48.89,265259
37,38,0.8,0.74,3.81,0.18,0.123,Graphic Design,37.06,293431
30,17,0.84,0.76,3.68,0.09,0.146,Graphic Design,34.57,283159
48,54,0.87,0.87,3.93,0.03,0.126,Web Development,49.43,364334
14,8,0.57,0.87,4.29,0.04,0.104,Web Development,41.75,153945
37,48,0.91,0.88,4.07,0.13,0.118,Graphic Design,60.38,334286
44,54,0.55,0.85,4.01,0.13,0.128,Web Development,43.43,209195
46,60,0.76,0.92,4.68,0.15,0.058,Graphic Design,69.09,403488
30,31,0.72,0.97,4.59,-0.06,0.045,Graphic Design,70.56,302505
39,40,0.61,0.8,3.84,0.15,0.138,Graphic Design,32.89,256582
15,13,0.65,0.85,4.14,0.19,0.117,Web Development,45.17,197831
50,57,0.58,0.95,4.72,-0.01,0.051,Mobile Development,67.9,364484
35,41,0.71,0.84,4.05,0.29,0.091,Graphic Design,46.65,289708
50,58,0.52,0.81,4.2,0.12,0.075,Graphic Design,44.41,293666
44,59,0.94,0.95,4.44,0.19,0.079,UI/UX Design,77.34,426200
21,12,0.58,0.95,4.41,0.11,0.084,Web Development,57.24,200874
39,51,0.94,0.94,4.61,0.09,0.042,Mobile Development,75.41,422061
43,51,0.93,0.75,3.6,0.19,0.15,Mobile Development,36.59,334974
29,41,0.73,0.84,4.17,0.25,0.098,Mobile Development,52.39,257495
23,21,0.75,0.76,4.12,0.0,0.105,Web Development,37.22,244095
27,29,0.65,0.79,3.68,0.08,0.138,Web Development,28.23,170900
50,59,1.0,0.87,4.27,0.04,0.081,Graphic Design,66.01,398185
5,6,0.84,0.77,3.96,0.14,0.129,Graphic Design,38.03,181883
46,54,0.98,0.88,4.17,0.02,0.077,Graphic Design,62.2,404383
29,30,0.71,0.89,4.32,-0.09,0.094,Mobile Development,46.54,286644
11,15,0.94,0.98,4.38,0.06,0.074,Mobile Development,68.96,280799
50,59,0.72,0.76,3.76,0.07,0.117,Graphic Design,37.62,319109
9,21,0.93,0.81,3.83,0.22,0.121,Graphic Design,43.38,236111
20,21,0.57,0.8,3.8,0.05,0.114,Mobile Development,26.36,168252
21,13,0.82,0.77,3.79,0.2,0.142,Graphic Design,34.0,227589
29,34,0.84,0.81,3.9,0.29,0.13,Mobile Development,49.63,273733
34,44,0.83,0.97,4.5,-0.2,0.085,Web Development,66.17,370348
29,33,0.72,0.74,3.9,0.08,0.131,Mobile Development,33.29,245296
13,11,0.84,0.84,4.14,0.29,0.112,Mobile Development,54.2,235959
25,21,0.62,0.78,3.91,0.2,0.121,Graphic Design,31.51,202888
24,25,0.8,0.73,3.54,0.23,0.15,Web Development,22.71,224350
24,21,0.78,0.73,3.63,0.24,0.122,Graphic Design,32.92,200267
14,12,0.66,0.93,4.17,0.22,0.088,UI/UX Design,47.11,190152
35,46,0.89,0.97,4.5,-0.08,0.058,UI/UX Design,75.56,347148
12,19,0.54,0.9,4.6,-0.16,0.047,Web Development,47.92,176264
42,48,0.59,0.85,4.22,0.01,0.072,Graphic Design,45.6,275013
15,31,0.74,0.93,4.43,-0.07,0.072,Graphic Design,53.95,220990
19,31,0.95,0.77,3.84,0.21,0.132,Mobile Development,37.9,240519
12,19,0.79,0.94,4.27,-0.02,0.094,Web Development,55.53,234279
17,12,0.92,0.84,4.06,0.26,0.111,Web Development,51.97,258641
26,38,0.76,0.93,4.48,0.11,0.087,Web Development,64.58,274808
30,31,0.89,0.78,3.98,0.08,0.13,Graphic Design,44.67,293828
37,50,0.66,0.94,4.42,-0.01,0.083,Mobile Development,58.61,310983
23,25,0.91,0.89,4.31,0.17,0.068,Web Development,63.06,305214
10,8,0.7,0.7,3.5,0.11,0.15,Web Development,15.45,133009
46,57,0.78,0.86,4.24,-0.03,0.093,Mobile Development,52.06,332126
8,9,0.59,0.78,3.87,0.16,0.103,Mobile Development,25.48,140154
20,31,0.96,0.74,3.66,0.16,0.128,UI/UX Design,31.07,251860
17,16,0.85,0.84,4.18,0.16,0.085,Graphic Design,54.46,240274
13,7,0.93,0.81,3.89,0.19,0.13,UI/UX Design,42.01,220098
22,19,0.6,0.75,3.62,0.0,0.134,Mobile Development,20.25,172922
42,49,0.53,0.78,3.63,0.04,0.14,Web Development,30.25,191289
32,35,0.67,0.75,3.8,0.14,0.137,UI/UX Design,27.74,234906
41,54,0.76,0.79,3.87,0.21,0.138,Mobile Development,42.89,249739
19,17,0.9,0.75,3.55,0.15,0.147,UI/UX Design,30.88,192876
30,31,0.7,0.72,3.5,0.19,0.15,UI/UX Design,21.73,182901
40,49,0.63,0.96,4.88,-0.13,0.023,Graphic Design,69.49,326879
33,38,0.69,0.96,4.61,-0.08,0.061,Mobile Development,71.3,307885
18,18,0.85,0.96,4.68,-0.02,0.063,Web Development,67.05,300434
21,19,0.67,0.76,3.69,0.01,0.123,UI/UX Design,23.05,159150
19,29,0.99,0.94,4.38,0.05,0.064,UI/UX Design,64.94,300155
26,39,0.59,0.86,4.2,-0.06,0.108,Mobile Development,40.5,241478
34,49,0.88,0.73,3.79,0.21,0.112,Mobile Development,38.12,294361
26,31,0.79,0.97,4.91,-0.08,0.054,Web Development,76.72,325727
26,26,0.62,0.99,4.94,0.14,0.025,UI/UX Design,76.11,276259
18,33,0.88,0.93,4.57,-0.01,0.057,Web Development,66.2,301823
45,53,0.72,0.77,3.87,0.2,0.121,Mobile Development,36.86,321161
41,41,0.84,0.88,4.12,0.1,0.088,Mobile Development,51.22,332986
40,45,0.83,0.74,3.69,0.06,0.142,Web Development,34.46,305829
5,7,0.56,0.77,3.95,0.29,0.115,Graphic Design,27.85,131862
42,47,0.92,0.93,4.72,-0.16,0.07,Mobile Development,62.58,402726
16,14,0.84,0.8,3.92,0.08,0.133,Mobile Development,42.62,258527
24,28,0.89,0.76,3.69,0.1,0.146,UI/UX Design,36.35,242433
20,20,0.72,0.7,3.5,0.23,0.137,Graphic Design,20.6,168045
11,18,0.6,0.86,4.18,0.17,0.084,UI/UX Design,41.24,189043
26,28,0.66,0.98,4.9,-0.19,0.029,Mobile Development,64.42,313957
23,22,0.95,0.87,4.14,0.05,0.112,UI/UX Design,52.34,323273
41,53,0.97,0.79,3.97,0.07,0.118,Graphic Design,48.62,374265
7,7,0.74,0.84,4.27,0.14,0.075,Web Development,46.54,177668
20,25,0.65,0.87,4.18,0.25,0.094,Web Development,50.18,196056
21,25,0.87,0.95,4.57,0.2,0.084,Web Development,76.05,289639
39,51,0.88,0.85,4.34,0.1,0.092,Mobile Development,53.54,359535
7,8,0.91,0.77,3.85,0.04,0.139,Graphic Design,33.05,188492
50,60,0.52,0.73,3.89,0.27,0.131,UI/UX Design,34.79,291009
9,17,0.5,0.95,4.57,0.12,0.073,Graphic Design,54.66,166210
39,45,0.68,0.76,3.95,0.11,0.127,Graphic Design,39.68,270923
12,7,0.58,0.9,4.2,0.01,0.102,UI/UX Design,46.38,186210
28,41,0.9,0.8,4.03,0.09,0.11,Graphic Design,46.1,274021
18,19,0.77,0.92,4.39,0.18,0.088,Graphic Design,58.52,267661
16,21,0.91,0.74,3.5,0.27,0.139,Web Development,27.67,213724
28,24,0.59,0.75,3.63,0.06,0.139,UI/UX Design,16.43,186828
33,39,0.81,0.83,4.04,0.05,0.125,UI/UX Design,49.13,297720
49,49,0.79,0.86,4.28,-0.19,0.1,Web Development,56.56,418094
49,51,0.67,0.8,3.91,0.3,0.134,Graphic Design,46.16,286789
14,11,0.76,0.87,3.97,0.14,0.131,Graphic Design,44.57,186529
29,18,0.79,0.8,3.9,0.11,0.122,UI/UX Design,40.25,255067
27,41,0.94,0.92,4.47,-0.13,0.06,Web Development,64.06,323566
32,27,0.53,0.83,4.17,0.22,0.106,Web Development,46.59,238886
20,23,0.91,0.93,4.63,-0.19,0.04,Mobile Development,58.31,335039
17,17,0.99,0.85,4.06,0.07,0.089,Web Development,52.07,302598
45,57,0.87,0.97,4.58,-0.17,0.055,Graphic Design,69.78,412846
41,59,0.87,0.83,3.93,0.27,0.096,UI/UX Design,53.6,306292
34,35,0.61,0.78,3.69,0.16,0.142,UI/UX Design,24.44,238756
42,58,0.76,0.87,3.99,0.13,0.124,Web Development,47.28,300867
44,56,0.85,0.86,4.28,0.01,0.098,Graphic Design,52.3,367037
36,45,0.8,0.86,4.59,-0.14,0.049,Graphic Design,58.49,370705
18,12,0.69,0.93,4.64,0.11,0.071,Mobile Development,61.96,248302
32,37,0.97,0.9,4.51,0.13,0.083,Web Development,67.52,361169
32,53,0.76,0.97,4.72,0.11,0.036,Graphic Design,76.71,326971
18,24,0.98,0.91,4.2,-0.1,0.093,Web Development,54.3,300226
5,11,0.78,0.71,3.5,0.21,0.15,Graphic Design,21.94,134898
26,25,0.9,0.98,4.8,-0.12,0.042,Mobile Development,72.85,362982
23,32,0.87,0.96,4.45,-0.2,0.089,Mobile Development,63.24,304965
45,58,0.83,0.72,3.53,0.01,0.149,Web Development,29.48,312436
49,48,0.51,0.71,3.5,0.17,0.135,Graphic Design,21.18,223671
39,42,0.54,0.85,4.06,0.29,0.107,Mobile Development,51.38,266341
38,53,0.79,0.72,3.87,0.06,0.123,UI/UX Design,29.2,274656
18,12,0.96,0.84,4.37,-0.02,0.099,Web Development,50.88,327943
8,10,0.8,1.0,4.81,0.19,0.042,UI/UX Design,69.41,231800
21,16,0.62,0.74,3.9,0.04,0.134,Graphic Design,24.16,174672
17,20,0.66,0.75,3.83,0.01,0.116,Mobile Development,21.3,158956
6,8,0.81,0.91,4.37,-0.16,0.079,UI/UX Design,53.72,201445
7,10,0.8,0.72,3.5,0.04,0.15,Graphic Design,16.58,121480
27,28,0.98,0.97,4.61,-0.18,0.076,Mobile Development,67.36,355483
50,58,0.76,0.76,3.72,0.12,0.143,Web Development,36.85,332034
38,42,0.68,0.85,4.1,0.21,0.088,Mobile Development,53.03,256177
13,14,0.76,0.78,3.81,0.12,0.113,Web Development,28.17,209118
11,20,0.89,0.91,4.26,0.0,0.072,Mobile Development,54.53,243330
7,8,0.77,0.88,4.08,0.24,0.109,Mobile Development,50.84,184582
24,34,0.66,0.98,4.49,0.08,0.068,UI/UX Design,64.6,236501
20,11,0.67,0.83,4.11,0.23,0.116,UI/UX Design,46.01,184976
19,22,0.88,0.98,4.55,-0.19,0.086,Web Development,63.66,270541
29,31,0.53,0.85,4.19,0.16,0.11,Web Development,41.68,228412
22,26,0.64,0.96,4.65,-0.01,0.04,UI/UX Design,64.96,282561
16,13,0.58,0.77,3.86,0.03,0.139,Web Development,26.19,120612
28,26,0.97,0.89,4.26,0.15,0.073,Web Development,67.94,334431
28,16,0.55,0.8,3.75,0.1,0.128,Graphic Design,30.11,161188
34,43,0.88,0.73,3.9,0.22,0.11,UI/UX Design,39.5,308205
19,13,0.82,0.88,4.17,0.27,0.083,Mobile Development,54.6,235678
41,47,0.82,0.94,4.85,0.03,0.029,Web Development,75.73,397441
23,29,0.88,0.88,4.08,0.24,0.097,Web Development,55.27,293202
32,40,0.7,0.78,3.69,0.0,0.116,Mobile Development,25.01,207845
50,60,0.7,0.77,3.55,0.06,0.128,Web Development,29.67,278666
17,19,0.64,0.76,3.78,0.28,0.137,Graphic Design,32.61,172794
50,60,0.8,1.0,4.89,0.2,0.044,UI/UX Design,82.39,415888
22,19,0.96,0.84,3.89,0.04,0.103,UI/UX Design,50.74,291296
28,15,0.96,0.82,4.01,0.19,0.107,Graphic Design,50.92,324511
17,17,0.85,0.84,4.03,0.13,0.112,Graphic Design,40.29,237807
31,43,0.95,0.76,3.5,0.0,0.134,Graphic Design,26.49,294795
43,49,0.98,0.78,3.84,0.24,0.142,Graphic Design,42.95,386783
47,60,0.9,0.87,4.36,-0.06,0.095,Web Development,58.1,393789
50,51,0.7,0.94,4.74,0.02,0.04,Web Development,70.83,387841
31,39,0.74,0.96,4.39,0.16,0.08,UI/UX Design,67.99,306935
39,46,0.97,0.98,4.87,0.18,0.041,Mobile Development,82.9,422129
19,15,0.84,0.99,4.89,0.05,0.033,UI/UX Design,79.86,309291
23,22,0.91,0.75,3.68,0.29,0.146,Mobile Development,34.53,272543
28,22,0.56,0.7,3.5,0.29,0.15,Mobile Development,17.35,141485
14,8,0.6,0.72,3.62,0.23,0.15,Mobile Development,20.08,107782
43,36,0.67,0.87,3.99,0.14,0.091,Mobile Development,50.08,292757
49,56,0.59,0.85,4.2,-0.05,0.098,Mobile Development,43.5,299276
15,6,0.95,0.92,4.37,-0.09,0.1,Graphic Design,59.37,274540
15,17,0.61,0.8,3.79,0.06,0.138,Mobile Development,25.28,117391
47,44,0.78,0.82,4.06,0.17,0.099,Web Development,50.55,333650
10,9,0.54,0.84,4.47,0.07,0.059,Graphic Design,41.09,172664
47,47,0.58,0.71,3.75,0.02,0.127,Graphic Design,25.67,267438
22,18,0.62,0.93,4.48,-0.1,0.068,UI/UX Design,48.88,224184
34,39,0.99,1.0,4.84,-0.09,0.046,Graphic Design,77.32,405933
47,47,0.9,0.83,4.05,0.16,0.089,UI/UX Design,53.18,383256
24,26,0.84,0.93,4.46,-0.11,0.069,Web Development,64.33,325110
32,27,0.96,0.89,4.55,-0.15,0.081,Web Development,61.33,361306
13,9,0.98,0.79,3.95,0.06,0.12,Graphic Design,40.56,265405
20,23,0.73,0.72,3.66,0.12,0.135,Mobile Development,19.69,192494
14,10,0.66,0.77,3.84,0.21,0.115,Graphic Design,31.79,155278
23,24,0.66,0.87,4.24,0.03,0.082,Graphic Design,46.11,218743
8,7,0.52,0.7,3.5,0.15,0.15,UI/UX Design,7.53,54522
18,17,0.64,0.94,4.41,-0.16,0.074,Mobile Development,54.5,234005
23,22,0.68,0.98,4.78,-0.06,0.038,Web Development,71.24,268112
5,15,0.52,0.7,3.6,0.02,0.15,Mobile Development,2.73,65529
36,39,0.94,0.79,3.72,0.15,0.123,Graphic Design,45.88,306056
16,11,0.92,0.92,4.35,-0.05,0.065,Mobile Development,57.94,274817
22,13,0.63,0.93,4.41,-0.03,0.079,UI/UX Design,53.99,222252
40,56,0.9,0.82,3.87,0.06,0.111,UI/UX Design,40.17,346594
11,16,0.9,0.87,3.93,0.02,0.096,UI/UX Design,47.25,241099
18,17,0.67,0.96,4.43,-0.14,0.076,Mobile Development,55.83,202825
11,14,0.85,0.83,4.04,0.16,0.123,Mobile Development,41.16,219533
5,7,0.64,0.71,3.65,0.29,0.144,Web Development,20.62,126127
12,13,0.54,0.98,4.6,0.08,0.043,Web Development,55.0,200257
15,16,0.75,0.75,3.8,0.17,0.121,Graphic Design,28.04,190754
43,58,0.72,0.71,3.56,0.15,0.135,Web Development,21.97,254141
30,41,0.57,0.81,4.06,0.06,0.112,Web Development,35.87,215439
15,15,0.75,0.74,3.9,0.11,0.116,Web Development,27.83,195770
17,26,0.97,1.0,4.67,0.06,0.043,Web Development,78.26,337449
16,25,0.87,0.83,3.97,0.29,0.11,Graphic Design,44.34,266999
45,53,0.87,0.96,4.44,-0.16,0.092,Web Development,59.9,379429
22,13,0.88,0.77,4.01,0.19,0.105,Graphic Design,45.72,230989
39,41,0.87,0.75,3.67,0.28,0.15,UI/UX Design,33.95,314233
36,34,0.51,0.87,4.28,0.18,0.087,Web Development,43.47,250085
31,47,0.96,0.99,4.87,0.02,0.051,Mobile Development,85.37,397917
10,17,0.92,0.75,3.94,0.18,0.127,Graphic Design,36.13,246113
19,19,0.64,0.87,3.99,0.06,0.121,Mobile Development,43.23,198321
48,53,0.78,0.73,3.76,0.23,0.135,Mobile Development,39.92,311150
50,59,0.81,0.95,4.29,-0.14,0.105,UI/UX Design,55.27,375068
39,55,0.57,0.95,4.43,-0.08,0.093,Graphic Design,56.06,290171
30,26,0.63,0.88,4.23,-0.07,0.084,Mobile Development,46.73,268361
24,27,0.51,0.88,4.29,0.09,0.095,Graphic Design,46.73,186795
28,26,0.93,0.73,3.88,0.13,0.126,Mobile Development,36.44,291222
38,49,0.51,0.7,3.51,0.03,0.137,Graphic Design,19.87,211803
38,55,0.66,0.74,3.69,0.14,0.126,UI/UX Design,29.76,232648
35,35,0.54,0.76,3.79,0.13,0.119,Mobile Development,29.45,178698
40,44,0.89,0.94,4.72,0.17,0.046,UI/UX Design,76.53,413436
17,25,0.96,0.85,4.05,0.22,0.12,Mobile Development,47.04,275267
23,29,0.78,0.73,3.5,0.28,0.15,Graphic Design,28.88,210490
29,28,0.57,0.94,4.54,-0.04,0.079,Mobile Development,55.82,242931
15,12,0.78,1.0,4.81,-0.04,0.062,Graphic Design,74.57,266423
